q,h,dh,l,dl,f,df,my,s,m
1825,922.556550, 1.348600, 0.296740,-0.003278,922.259809, 1.351878,824.749846,922.853290,922.556550
1826,923.905628, 1.349555, 0.293479,-0.003245,923.612148, 1.352800,825.743191,924.199107,923.905628
1827,925.255661, 1.350511, 0.290251,-0.003212,924.965409, 1.353723,826.736600,925.545912,925.255661
1828,926.606650, 1.351467, 0.287056,-0.003179,926.319594, 1.354647,827.730070,926.893706,926.606650
1829,927.958596, 1.352425, 0.283893,-0.003147,927.674703, 1.355572,828.723603,928.242489,927.958596
1830,929.311500, 1.353383, 0.280762,-0.003115,929.030737, 1.356498,829.717197,929.592262,929.311500
1831,930.665362, 1.354342, 0.277663,-0.003083,930.387699, 1.357425,830.710852,930.943025,930.665362
1832,932.020184, 1.355302, 0.274596,-0.003052,931.745588, 1.358353,831.704567,932.294780,932.020184
1833,933.375966, 1.356262, 0.271560,-0.003021,933.104406, 1.359283,832.698342,933.647526,933.375966
1834,934.732709, 1.357224, 0.268555,-0.002990,934.464154, 1.360213,833.692175,935.001263,934.732709
1835,936.090413, 1.358186, 0.265580,-0.002959,935.824833, 1.361145,834.686068,936.355994,936.090413
1836,937.449081, 1.359149, 0.262636,-0.002929,937.186444, 1.362078,835.680018,937.711717,937.449081
1837,938.808712, 1.360113, 0.259722,-0.002899,938.548989, 1.363012,836.674026,939.068434,938.808712
1838,940.169307, 1.361078, 0.256838,-0.002869,939.912468, 1.363947,837.668091,940.426145,940.169307
1839,941.530867, 1.362043, 0.253984,-0.002840,941.276883, 1.364883,838.662213,941.784851,941.530867
1840,942.893393, 1.363009, 0.251159,-0.002811,942.642235, 1.365820,839.656390,943.144552,942.893393
1841,944.256886, 1.363977, 0.248362,-0.002782,944.008524, 1.366758,840.650623,944.505248,944.256886
1842,945.621346, 1.364944, 0.245595,-0.002753,945.375751, 1.367698,841.644911,945.866941,945.621346
1843,946.986775, 1.365913, 0.242856,-0.002725,946.743919, 1.368638,842.639253,947.229631,946.986775
1844,948.353173, 1.366883, 0.240145,-0.002697,948.113028, 1.369579,843.633649,948.593318,948.353173
1845,949.720541, 1.367853, 0.237463,-0.002669,949.483078, 1.370522,844.628098,949.958004,949.720541
1846,951.088880, 1.368824, 0.234808,-0.002641,950.854072, 1.371466,845.622600,951.323687,951.088880
1847,952.458190, 1.369796, 0.232180,-0.002614,952.226010, 1.372410,846.617155,952.690370,952.458190
1848,953.828472, 1.370769, 0.229579,-0.002587,953.598893, 1.373356,847.611761,954.058052,953.828472
1849,955.199728, 1.371743, 0.227006,-0.002560,954.972722, 1.374303,848.606419,955.426734,955.199728
1850,956.571958, 1.372717, 0.224459,-0.002534,956.347499, 1.375251,849.601128,956.796417,956.571958
1851,957.945162, 1.373692, 0.221939,-0.002507,957.723224, 1.376199,850.595887,958.167101,957.945162
1852,959.319342, 1.374668, 0.219444,-0.002481,959.099898, 1.377149,851.590696,959.538787,959.319342
1853,960.694499, 1.375645, 0.216976,-0.002455,960.477523, 1.378100,852.585555,960.911475,960.694499
1854,962.070632, 1.376622, 0.214533,-0.002430,961.856099, 1.379052,853.580463,962.285166,962.070632
1855,963.447744, 1.377601, 0.212116,-0.002405,963.235628, 1.380005,854.575419,963.659860,963.447744
1856,964.825834, 1.378580, 0.209724,-0.002379,964.616110, 1.380959,855.570423,965.035558,964.825834
1857,966.204904, 1.379560, 0.207357,-0.002355,965.997547, 1.381914,856.565475,966.412261,966.204904
1858,967.584954, 1.380541, 0.205015,-0.002330,967.379939, 1.382871,857.560575,967.789969,967.584954
1859,968.965985, 1.381522, 0.202697,-0.002306,968.763288, 1.383828,858.555721,969.168683,968.965985
1860,970.347999, 1.382504, 0.200404,-0.002282,970.147595, 1.384786,859.550913,970.548402,970.347999
1861,971.730994, 1.383487, 0.198134,-0.002258,971.532860, 1.385745,860.546151,971.929128,971.730994
1862,973.114974, 1.384471, 0.195888,-0.002234,972.919085, 1.386705,861.541435,973.310862,973.114974
1863,974.499937, 1.385456, 0.193666,-0.002210,974.306271, 1.387666,862.536763,974.693603,974.499937
1864,975.885886, 1.386441, 0.191467,-0.002187,975.694419, 1.388629,863.532137,976.077353,975.885886
1865,977.272820, 1.387428, 0.189292,-0.002164,977.083529, 1.389592,864.527554,977.462112,977.272820
1866,978.660741, 1.388414, 0.187139,-0.002141,978.473602, 1.390556,865.523015,978.847880,978.660741
1867,980.049649, 1.389402, 0.185009,-0.002119,979.864641, 1.391521,866.518519,980.234658,980.049649
1868,981.439546, 1.390391, 0.182901,-0.002096,981.256645, 1.392487,867.514067,981.622447,981.439546
1869,982.830431, 1.391380, 0.180816,-0.002074,982.649615, 1.393454,868.509657,983.011247,982.830431
1870,984.222306, 1.392370, 0.178752,-0.002052,984.043554, 1.394422,869.505288,984.401058,984.222306
1871,985.615171, 1.393361, 0.176711,-0.002031,985.438461, 1.395392,870.500962,985.791882,985.615171
1872,987.009028, 1.394352, 0.174691,-0.002009,986.834337, 1.396362,871.496677,987.183719,987.009028
1873,988.403876, 1.395345, 0.172692,-0.001988,988.231184, 1.397333,872.492432,988.576569,988.403876
1874,989.799718, 1.396338, 0.170715,-0.001967,989.629002, 1.398305,873.488228,989.970433,989.799718
1875,991.196552, 1.397332, 0.168759,-0.001946,991.027793, 1.399278,874.484065,991.365311,991.196552
1876,992.594381, 1.398326, 0.166823,-0.001925,992.427558, 1.400251,875.479940,992.761205,992.594381
1877,993.993205, 1.399322, 0.164908,-0.001905,993.828297, 1.401226,876.475856,994.158114,993.993205
1878,995.393025, 1.400318, 0.163014,-0.001884,995.230011, 1.402202,877.471810,995.556039,995.393025
1879,996.793841, 1.401315, 0.161140,-0.001864,996.632701, 1.403179,878.467802,996.954981,996.793841
1880,998.195654, 1.402312, 0.159285,-0.001844,998.036369, 1.404157,879.463833,998.354940,998.195654
1881,999.598466, 1.403311, 0.157451,-0.001825,999.441015, 1.405135,880.459902,999.755916,999.598466
1882,1001.002276, 1.404310, 0.155636,-0.001805,1000.846640, 1.406115,881.456008,1001.157911,1001.002276
1883,1002.407085, 1.405310, 0.153840,-0.001786,1002.253245, 1.407095,882.452151,1002.560926,1002.407085
1884,1003.812895, 1.406310, 0.152064,-0.001767,1003.660831, 1.408077,883.448331,1003.964959,1003.812895
1885,1005.219706, 1.407311, 0.150307,-0.001748,1005.069399, 1.409059,884.444547,1005.370012,1005.219706
1886,1006.627518, 1.408313, 0.148569,-0.001729,1006.478949, 1.410042,885.440800,1006.776087,1006.627518
1887,1008.036333, 1.409316, 0.146849,-0.001710,1007.889484, 1.411027,886.437088,1008.183182,1008.036333
1888,1009.446151, 1.410320, 0.145148,-0.001692,1009.301003, 1.412012,887.433411,1009.591298,1009.446151
1889,1010.856973, 1.411324, 0.143465,-0.001674,1010.713508, 1.412998,888.429769,1011.000437,1010.856973
1890,1012.268799, 1.412329, 0.141800,-0.001656,1012.126999, 1.413985,889.426162,1012.410599,1012.268799
1891,1013.681631, 1.413335, 0.140153,-0.001638,1013.541478, 1.414973,890.422589,1013.821784,1013.681631
1892,1015.095469, 1.414341, 0.138524,-0.001620,1014.956945, 1.415961,891.419050,1015.233993,1015.095469
1893,1016.510313, 1.415348, 0.136913,-0.001603,1016.373401, 1.416951,892.415544,1016.647226,1016.510313
1894,1017.926165, 1.416356, 0.135319,-0.001585,1017.790847, 1.417941,893.412072,1018.061484,1017.926165
1895,1019.343026, 1.417365, 0.133742,-0.001568,1019.209284, 1.418933,894.408633,1019.476768,1019.343026
1896,1020.760895, 1.418374, 0.132182,-0.001551,1020.628713, 1.419925,895.405226,1020.893077,1020.760895
1897,1022.179774, 1.419384, 0.130639,-0.001534,1022.049135, 1.420918,896.401852,1022.310413,1022.179774
1898,1023.599663, 1.420395, 0.129113,-0.001518,1023.470550, 1.421912,897.398509,1023.728777,1023.599663
1899,1025.020564, 1.421406, 0.127604,-0.001501,1024.892960, 1.422907,898.395199,1025.148168,1025.020564
1900,1026.442476, 1.422418, 0.126111,-0.001485,1026.316365, 1.423903,899.391919,1026.568587,1026.442476
1901,1027.865400, 1.423431, 0.124634,-0.001469,1027.740766, 1.424900,900.388671,1027.990034,1027.865400
1902,1029.289338, 1.424445, 0.123173,-0.001453,1029.166165, 1.425897,901.385453,1029.412512,1029.289338
1903,1030.714290, 1.425459, 0.121729,-0.001437,1030.592561, 1.426896,902.382266,1030.836018,1030.714290
1904,1032.140256, 1.426474, 0.120300,-0.001421,1032.019956, 1.427895,903.379109,1032.260556,1032.140256
1905,1033.567237, 1.427489, 0.118886,-0.001406,1033.448351, 1.428895,904.375981,1033.686124,1033.567237
1906,1034.995235, 1.428506, 0.117488,-0.001390,1034.877746, 1.429896,905.372884,1035.112723,1034.995235
1907,1036.424249, 1.429523, 0.116106,-0.001375,1036.308143, 1.430898,906.369815,1036.540354,1036.424249
1908,1037.854280, 1.430540, 0.114738,-0.001360,1037.739542, 1.431900,907.366775,1037.969018,1037.854280
1909,1039.285330, 1.431559, 0.113386,-0.001345,1039.171944, 1.432904,908.363764,1039.398715,1039.285330
1910,1040.717398, 1.432578, 0.112048,-0.001330,1040.605350, 1.433908,909.360781,1040.829446,1040.717398
1911,1042.150485, 1.433597, 0.110725,-0.001316,1042.039760, 1.434913,910.357827,1042.261210,1042.150485
1912,1043.584592, 1.434618, 0.109417,-0.001301,1043.475176, 1.435919,911.354900,1043.694009,1043.584592
1913,1045.019721, 1.435639, 0.108123,-0.001287,1044.911598, 1.436926,912.352000,1045.127843,1045.019721
1914,1046.455870, 1.436660, 0.106843,-0.001273,1046.349027, 1.437933,913.349128,1046.562713,1046.455870
1915,1047.893042, 1.437683, 0.105577,-0.001259,1047.787464, 1.438941,914.346283,1047.998619,1047.893042
1916,1049.331236, 1.438706, 0.104326,-0.001245,1049.226910, 1.439951,915.343464,1049.435562,1049.331236
1917,1050.770454, 1.439730, 0.103088,-0.001231,1050.667366, 1.440961,916.340672,1050.873542,1050.770454
1918,1052.210696, 1.440754, 0.101864,-0.001217,1052.108832, 1.441971,917.337906,1052.312559,1052.210696
1919,1053.651962, 1.441779, 0.100653,-0.001204,1053.551309, 1.442983,918.335166,1053.752615,1053.651962
1920,1055.094254, 1.442805, 0.099456,-0.001191,1054.994798, 1.443995,919.332451,1055.193710,1055.094254
1921,1056.537572, 1.443831, 0.098272,-0.001177,1056.439300, 1.445008,920.329762,1056.635844,1056.537572
1922,1057.981916, 1.444858, 0.097101,-0.001164,1057.884815, 1.446022,921.327098,1058.079017,1057.981916
1923,1059.427288, 1.445886, 0.095943,-0.001151,1059.331345, 1.447037,922.324458,1059.523231,1059.427288
1924,1060.873688, 1.446914, 0.094799,-0.001139,1060.778889, 1.448052,923.321844,1060.968486,1060.873688
1925,1062.321116, 1.447943, 0.093666,-0.001126,1062.227450, 1.449069,924.319253,1062.414782,1062.321116
1926,1063.769574, 1.448972, 0.092547,-0.001113,1063.677027, 1.450086,925.316687,1063.862120,1063.769574
1927,1065.219061, 1.450003, 0.091440,-0.001101,1065.127621, 1.451103,926.314144,1065.310501,1065.219061
1928,1066.669579, 1.451033, 0.090345,-0.001089,1066.579234, 1.452122,927.311625,1066.759924,1066.669579
1929,1068.121128, 1.452065, 0.089263,-0.001076,1068.031865, 1.453141,928.309130,1068.210390,1068.121128
1930,1069.573709, 1.453097, 0.088192,-0.001064,1069.485516, 1.454161,929.306657,1069.661901,1069.573709
1931,1071.027322, 1.454130, 0.087134,-0.001052,1070.940188, 1.455182,930.304207,1071.114456,1071.027322
1932,1072.481968, 1.455163, 0.086087,-0.001041,1072.395881, 1.456204,931.301780,1072.568055,1072.481968
1933,1073.937648, 1.456197, 0.085052,-0.001029,1073.852595, 1.457226,932.299376,1074.022700,1073.937648
1934,1075.394362, 1.457231, 0.084029,-0.001017,1075.310333, 1.458249,933.296993,1075.478391,1075.394362
1935,1076.852111, 1.458267, 0.083018,-0.001006,1076.769093, 1.459273,934.294633,1076.935128,1076.852111
1936,1078.310895, 1.459302, 0.082017,-0.000995,1078.228878, 1.460297,935.292294,1078.392912,1078.310895
1937,1079.770715, 1.460339, 0.081028,-0.000983,1079.689687, 1.461322,936.289977,1079.851744,1079.770715
1938,1081.231573, 1.461376, 0.080050,-0.000972,1081.151522, 1.462348,937.287681,1081.311623,1081.231573
1939,1082.693467, 1.462413, 0.079083,-0.000961,1082.614384, 1.463375,938.285406,1082.772550,1082.693467
1940,1084.156399, 1.463451, 0.078127,-0.000951,1084.078272, 1.464402,939.283152,1084.234526,1084.156399
1941,1085.620370, 1.464490, 0.077182,-0.000940,1085.543188, 1.465430,940.280918,1085.697552,1085.620370
1942,1087.085380, 1.465529, 0.076248,-0.000929,1087.009132, 1.466459,941.278705,1087.161627,1087.085380
1943,1088.551429, 1.466569, 0.075324,-0.000919,1088.476105, 1.467488,942.276512,1088.626753,1088.551429
1944,1090.018519, 1.467610, 0.074410,-0.000908,1089.944109, 1.468518,943.274339,1090.092929,1090.018519
1945,1091.486649, 1.468651, 0.073507,-0.000898,1091.413142, 1.469549,944.272186,1091.560156,1091.486649
1946,1092.955821, 1.469693, 0.072614,-0.000888,1092.883207, 1.470581,945.270052,1093.028435,1092.955821
1947,1094.426035, 1.470735, 0.071731,-0.000878,1094.354304, 1.471613,946.267938,1094.497766,1094.426035
1948,1095.897291, 1.471778, 0.070859,-0.000868,1095.826433, 1.472646,947.265843,1095.968150,1095.897291
1949,1097.369591, 1.472821, 0.069996,-0.000858,1097.299595, 1.473679,948.263767,1097.439587,1097.369591
1950,1098.842934, 1.473865, 0.069143,-0.000848,1098.773791, 1.474713,949.261709,1098.912077,1098.842934
1951,1100.317322, 1.474910, 0.068300,-0.000838,1100.249022, 1.475748,950.259670,1100.385622,1100.317322
1952,1101.792754, 1.475955, 0.067466,-0.000829,1101.725288, 1.476784,951.257650,1101.860220,1101.792754
1953,1103.269232, 1.477001, 0.066642,-0.000819,1103.202590, 1.477820,952.255647,1103.335874,1103.269232
1954,1104.746756, 1.478047, 0.065827,-0.000810,1104.680928, 1.478857,953.253663,1104.812583,1104.746756
1955,1106.225326, 1.479094, 0.065022,-0.000801,1106.160304, 1.479894,954.251696,1106.290348,1106.225326
1956,1107.704943, 1.480141, 0.064226,-0.000792,1107.640717, 1.480933,955.249747,1107.769169,1107.704943
1957,1109.185608, 1.481189, 0.063439,-0.000783,1109.122169, 1.481971,956.247816,1109.249047,1109.185608
1958,1110.667321, 1.482237, 0.062661,-0.000774,1110.604660, 1.483011,957.245902,1110.729982,1110.667321
1959,1112.150083, 1.483286, 0.061892,-0.000765,1112.088191, 1.484051,958.244004,1112.211975,1112.150083
1960,1113.633894, 1.484336, 0.061131,-0.000756,1113.572762, 1.485092,959.242124,1113.695025,1113.633894
1961,1115.118755, 1.485386, 0.060380,-0.000747,1115.058375, 1.486133,960.240260,1115.179135,1115.118755
1962,1116.604666, 1.486436, 0.059637,-0.000739,1116.545029, 1.487175,961.238413,1116.664303,1116.604666
1963,1118.091627, 1.487487, 0.058903,-0.000730,1118.032725, 1.488217,962.236582,1118.150530,1118.091627
1964,1119.579641, 1.488539, 0.058177,-0.000722,1119.521464, 1.489261,963.234767,1119.637818,1119.579641
1965,1121.068706, 1.489591, 0.057460,-0.000713,1121.011246, 1.490304,964.232969,1121.126165,1121.068706
1966,1122.558823, 1.490644, 0.056750,-0.000705,1122.502073, 1.491349,965.231186,1122.615574,1122.558823
1967,1124.049994, 1.491697, 0.056049,-0.000697,1123.993944, 1.492394,966.229418,1124.106043,1124.049994
1968,1125.542217, 1.492751, 0.055357,-0.000689,1125.486861, 1.493440,967.227667,1125.597574,1125.542217
1969,1127.035495, 1.493805, 0.054672,-0.000681,1126.980824, 1.494486,968.225930,1127.090167,1127.035495
1970,1128.529827, 1.494860, 0.053995,-0.000673,1128.475833, 1.495533,969.224209,1128.583822,1128.529827
1971,1130.025215, 1.495915, 0.053326,-0.000665,1129.971889, 1.496580,970.222503,1130.078540,1130.025215
1972,1131.521657, 1.496970, 0.052665,-0.000657,1131.468993, 1.497628,971.220811,1131.574322,1131.521657
1973,1133.019156, 1.498027, 0.052011,-0.000650,1132.967145, 1.498676,972.219134,1133.071167,1133.019156
1974,1134.517711, 1.499083, 0.051365,-0.000642,1134.466346, 1.499726,973.217472,1134.569076,1134.517711
1975,1136.017323, 1.500141, 0.050727,-0.000635,1135.966596, 1.500775,974.215824,1136.068049,1136.017323
1976,1137.517992, 1.501198, 0.050095,-0.000627,1137.467897, 1.501826,975.214190,1137.568088,1137.517992
1977,1139.019719, 1.502256, 0.049472,-0.000620,1138.970247, 1.502876,976.212571,1139.069191,1139.019719
1978,1140.522505, 1.503315, 0.048855,-0.000613,1140.473650, 1.503928,977.210965,1140.571360,1140.522505
1979,1142.026349, 1.504374, 0.048246,-0.000606,1141.978103, 1.504980,978.209373,1142.074596,1142.026349
1980,1143.531253, 1.505434, 0.047644,-0.000599,1143.483609, 1.506032,979.207794,1143.578897,1143.531253
1981,1145.037217, 1.506494, 0.047049,-0.000592,1144.990168, 1.507085,980.206229,1145.084266,1145.037217
1982,1146.544241, 1.507554, 0.046461,-0.000585,1146.497780, 1.508139,981.204678,1146.590702,1146.544241
1983,1148.052326, 1.508615, 0.045880,-0.000578,1148.006446, 1.509193,982.203139,1148.098206,1148.052326
1984,1149.561471, 1.509677, 0.045306,-0.000571,1149.516166, 1.510248,983.201614,1149.606777,1149.561471
1985,1151.071679, 1.510739, 0.044738,-0.000564,1151.026941, 1.511303,984.200101,1151.116417,1151.071679
1986,1152.582949, 1.511801, 0.044177,-0.000558,1152.538771, 1.512358,985.198601,1152.627126,1152.582949
1987,1154.095281, 1.512864, 0.043623,-0.000551,1154.051658, 1.513415,986.197114,1154.138904,1154.095281
1988,1155.608676, 1.513927, 0.043075,-0.000545,1155.565601, 1.514471,987.195639,1155.651751,1155.608676
1989,1157.123135, 1.514991, 0.042534,-0.000538,1157.080601, 1.515529,988.194177,1157.165669,1157.123135
1990,1158.638658, 1.516055, 0.041999,-0.000532,1158.596659, 1.516587,989.192726,1158.680656,1158.638658
1991,1160.155245, 1.517119, 0.041470,-0.000525,1160.113774, 1.517645,990.191288,1160.196715,1160.155245
1992,1161.672896, 1.518184, 0.040948,-0.000519,1161.631949, 1.518704,991.189862,1161.713844,1161.672896
1993,1163.191613, 1.519250, 0.040432,-0.000513,1163.151182, 1.519763,992.188447,1163.232045,1163.191613
1994,1164.711396, 1.520316, 0.039922,-0.000507,1164.671474, 1.520823,993.187044,1164.751318,1164.711396
1995,1166.232245, 1.521382, 0.039418,-0.000501,1166.192827, 1.521883,994.185653,1166.271662,1166.232245
1996,1167.754160, 1.522449, 0.038919,-0.000495,1167.715240, 1.522944,995.184273,1167.793079,1167.754160
1997,1169.277142, 1.523516, 0.038427,-0.000489,1169.238715, 1.524005,996.182904,1169.315569,1169.277142
1998,1170.801192, 1.524583, 0.037941,-0.000483,1170.763250, 1.525067,997.181547,1170.839133,1170.801192
1999,1172.326309, 1.525651, 0.037461,-0.000478,1172.288848, 1.526129,998.180201,1172.363769,1172.326309
2000,1173.852494, 1.526720, 0.036986,-0.000472,1173.815508, 1.527192,999.178865,1173.889480,1173.852494
2001,1175.379748, 1.527788, 0.036517,-0.000466,1175.343231, 1.528255,1000.177540,1175.416264,1175.379748
2002,1176.908071, 1.528857, 0.036053,-0.000461,1176.872018, 1.529318,1001.176226,1176.944124,1176.908071
