q,f,df
7686,26122.184449, 7.230564
7687,26129.415512, 7.231564
7688,26136.647576, 7.232564
7689,26143.880639, 7.233564
7690,26151.114703, 7.234564
7691,26158.349767, 7.235564
7692,26165.585831, 7.236564
7693,26172.822894, 7.237564
7694,26180.060958, 7.238564
7695,26187.300022, 7.239564
7696,26194.540086, 7.240564
7697,26201.781150, 7.241564
7698,26209.023214, 7.242564
7699,26216.266279, 7.243564
7700,26223.510343, 7.244564
7701,26230.755407, 7.245564
7702,26238.001471, 7.246564
7703,26245.248536, 7.247564
7704,26252.496600, 7.248564
7705,26259.745665, 7.249565
7706,26266.995729, 7.250565
7707,26274.246794, 7.251565
7708,26281.498858, 7.252565
7709,26288.751923, 7.253565
7710,26296.005988, 7.254565
7711,26303.261053, 7.255565
7712,26310.517118, 7.256565
7713,26317.774182, 7.257565
7714,26325.032247, 7.258565
7715,26332.291312, 7.259565
7716,26339.551377, 7.260565
7717,26346.812443, 7.261565
7718,26354.074508, 7.262565
7719,26361.337573, 7.263565
7720,26368.601638, 7.264565
7721,26375.866703, 7.265565
7722,26383.132769, 7.266565
7723,26390.399834, 7.267565
7724,26397.667900, 7.268565
7725,26404.936965, 7.269566
7726,26412.207031, 7.270566
7727,26419.478096, 7.271566
7728,26426.750162, 7.272566
7729,26434.023228, 7.273566
7730,26441.297294, 7.274566
7731,26448.572360, 7.275566
7732,26455.848425, 7.276566
7733,26463.125491, 7.277566
7734,26470.403557, 7.278566
7735,26477.682623, 7.279566
7736,26484.962689, 7.280566
7737,26492.243756, 7.281566
7738,26499.525822, 7.282566
7739,26506.808888, 7.283566
7740,26514.092954, 7.284566
7741,26521.378021, 7.285566
7742,26528.664087, 7.286566
7743,26535.951154, 7.287566
7744,26543.239220, 7.288567
7745,26550.528287, 7.289567
7746,26557.818353, 7.290567
7747,26565.109420, 7.291567
7748,26572.401487, 7.292567
7749,26579.694554, 7.293567
7750,26586.988620, 7.294567
7751,26594.283687, 7.295567
7752,26601.579754, 7.296567
7753,26608.876821, 7.297567
7754,26616.174888, 7.298567
7755,26623.473955, 7.299567
7756,26630.774022, 7.300567
7757,26638.075090, 7.301567
7758,26645.377157, 7.302567
7759,26652.680224, 7.303567
7760,26659.984292, 7.304567
7761,26667.289359, 7.305567
7762,26674.595426, 7.306567
7763,26681.902494, 7.307568
7764,26689.210561, 7.308568
7765,26696.519629, 7.309568
7766,26703.829697, 7.310568
7767,26711.140764, 7.311568
7768,26718.452832, 7.312568
7769,26725.765900, 7.313568
7770,26733.079968, 7.314568
7771,26740.395036, 7.315568
7772,26747.711104, 7.316568
7773,26755.028172, 7.317568
7774,26762.346240, 7.318568
7775,26769.665308, 7.319568
7776,26776.985376, 7.320568
7777,26784.306444, 7.321568
7778,26791.628513, 7.322568
7779,26798.951581, 7.323568
7780,26806.275649, 7.324568
7781,26813.600718, 7.325568
7782,26820.926786, 7.326568
7783,26828.253855, 7.327569
7784,26835.581923, 7.328569
7785,26842.910992, 7.329569
7786,26850.241060, 7.330569
7787,26857.572129, 7.331569
7788,26864.904198, 7.332569
7789,26872.237267, 7.333569
7790,26879.571336, 7.334569
7791,26886.906404, 7.335569
7792,26894.242473, 7.336569
7793,26901.579542, 7.337569
7794,26908.917611, 7.338569
7795,26916.256681, 7.339569
7796,26923.596750, 7.340569
7797,26930.937819, 7.341569
7798,26938.279888, 7.342569
7799,26945.622957, 7.343569
7800,26952.967027, 7.344569
7801,26960.312096, 7.345569
7802,26967.658166, 7.346569
7803,26975.005235, 7.347570
7804,26982.353305, 7.348570
7805,26989.702374, 7.349570
7806,26997.052444, 7.350570
7807,27004.403513, 7.351570
7808,27011.755583, 7.352570
7809,27019.108653, 7.353570
7810,27026.462723, 7.354570
7811,27033.817793, 7.355570
7812,27041.173863, 7.356570
7813,27048.530932, 7.357570
7814,27055.889002, 7.358570
7815,27063.248073, 7.359570
7816,27070.608143, 7.360570
7817,27077.969213, 7.361570
7818,27085.331283, 7.362570
7819,27092.694353, 7.363570
7820,27100.058423, 7.364570
7821,27107.423494, 7.365570
7822,27114.789564, 7.366570
7823,27122.156635, 7.367570
7824,27129.524705, 7.368570
7825,27136.893775, 7.369571
7826,27144.263846, 7.370571
7827,27151.634917, 7.371571
7828,27159.006987, 7.372571
7829,27166.380058, 7.373571
7830,27173.754129, 7.374571
7831,27181.129199, 7.375571
7832,27188.505270, 7.376571
7833,27195.882341, 7.377571
7834,27203.260412, 7.378571
7835,27210.639483, 7.379571
7836,27218.019554, 7.380571
7837,27225.400625, 7.381571
7838,27232.782696, 7.382571
7839,27240.165767, 7.383571
7840,27247.549838, 7.384571
7841,27254.934909, 7.385571
7842,27262.320981, 7.386571
7843,27269.708052, 7.387571
7844,27277.096123, 7.388571
7845,27284.485195, 7.389571
7846,27291.875266, 7.390571
7847,27299.266337, 7.391571
7848,27306.658409, 7.392572
7849,27314.051480, 7.393572
7850,27321.445552, 7.394572
7851,27328.840624, 7.395572
7852,27336.236695, 7.396572
7853,27343.633767, 7.397572
7854,27351.031839, 7.398572
7855,27358.430910, 7.399572
7856,27365.830982, 7.400572
7857,27373.232054, 7.401572
7858,27380.634126, 7.402572
7859,27388.037198, 7.403572
7860,27395.441270, 7.404572
7861,27402.846342, 7.405572
7862,27410.252414, 7.406572
7863,27417.659486, 7.407572
7864,27425.067558, 7.408572
7865,27432.476630, 7.409572
7866,27439.886702, 7.410572
7867,27447.297775, 7.411572
7868,27454.709847, 7.412572
7869,27462.122919, 7.413572
7870,27469.536992, 7.414572
7871,27476.952064, 7.415572
7872,27484.368136, 7.416572
7873,27491.785209, 7.417572
7874,27499.203281, 7.418573
7875,27506.622354, 7.419573
7876,27514.042426, 7.420573
7877,27521.463499, 7.421573
7878,27528.885572, 7.422573
7879,27536.308644, 7.423573
7880,27543.732717, 7.424573
7881,27551.157790, 7.425573
7882,27558.583863, 7.426573
7883,27566.010935, 7.427573
7884,27573.439008, 7.428573
7885,27580.868081, 7.429573
7886,27588.298154, 7.430573
7887,27595.729227, 7.431573
7888,27603.161300, 7.432573
7889,27610.594373, 7.433573
7890,27618.028446, 7.434573
7891,27625.463519, 7.435573
7892,27632.899592, 7.436573
7893,27640.336665, 7.437573
7894,27647.774739, 7.438573
7895,27655.213812, 7.439573
7896,27662.653885, 7.440573
7897,27670.094958, 7.441573
7898,27677.537032, 7.442573
7899,27684.980105, 7.443573
7900,27692.424178, 7.444573
7901,27699.869252, 7.445573
7902,27707.315325, 7.446573
7903,27714.762399, 7.447573
7904,27722.210472, 7.448574
7905,27729.659546, 7.449574
7906,27737.109619, 7.450574
7907,27744.560693, 7.451574
7908,27752.012766, 7.452574
7909,27759.465840, 7.453574
7910,27766.919914, 7.454574
7911,27774.374987, 7.455574
7912,27781.831061, 7.456574
7913,27789.288135, 7.457574
7914,27796.746209, 7.458574
7915,27804.205282, 7.459574
7916,27811.665356, 7.460574
7917,27819.126430, 7.461574
7918,27826.588504, 7.462574
7919,27834.051578, 7.463574
7920,27841.515652, 7.464574
7921,27848.980726, 7.465574
7922,27856.446800, 7.466574
7923,27863.913874, 7.467574
7924,27871.381948, 7.468574
7925,27878.851022, 7.469574
7926,27886.321096, 7.470574
7927,27893.792170, 7.471574
7928,27901.264244, 7.472574
7929,27908.737319, 7.473574
7930,27916.211393, 7.474574
7931,27923.686467, 7.475574
7932,27931.162541, 7.476574
7933,27938.639616, 7.477574
7934,27946.117690, 7.478574
7935,27953.596764, 7.479574
7936,27961.076839, 7.480574
7937,27968.557913, 7.481574
7938,27976.039987, 7.482574
7939,27983.523062, 7.483574
7940,27991.007136, 7.484574
7941,27998.492211, 7.485574
7942,28005.978285, 7.486575
7943,28013.465360, 7.487575
7944,28020.953434, 7.488575
7945,28028.442509, 7.489575
7946,28035.932584, 7.490575
7947,28043.423658, 7.491575
7948,28050.915733, 7.492575
7949,28058.408807, 7.493575
7950,28065.902882, 7.494575
7951,28073.397957, 7.495575
7952,28080.894031, 7.496575
7953,28088.391106, 7.497575
7954,28095.889181, 7.498575
7955,28103.388256, 7.499575
7956,28110.888330, 7.500575
7957,28118.389405, 7.501575
7958,28125.891480, 7.502575
7959,28133.394555, 7.503575
7960,28140.898630, 7.504575
7961,28148.403705, 7.505575
7962,28155.909780, 7.506575
7963,28163.416854, 7.507575
7964,28170.924929, 7.508575
7965,28178.434004, 7.509575
7966,28185.944079, 7.510575
7967,28193.455154, 7.511575
7968,28200.967229, 7.512575
7969,28208.480304, 7.513575
7970,28215.994379, 7.514575
7971,28223.509454, 7.515575
7972,28231.025529, 7.516575
7973,28238.542605, 7.517575
7974,28246.060680, 7.518575
7975,28253.579755, 7.519575
7976,28261.099830, 7.520575
7977,28268.620905, 7.521575
7978,28276.142980, 7.522575
7979,28283.666055, 7.523575
7980,28291.190131, 7.524575
7981,28298.715206, 7.525575
7982,28306.241281, 7.526575
7983,28313.768356, 7.527575
7984,28321.296431, 7.528575
7985,28328.825507, 7.529575
7986,28336.355582, 7.530575
7987,28343.886657, 7.531575
7988,28351.418733, 7.532575
7989,28358.951808, 7.533575
7990,28366.485883, 7.534575
7991,28374.020958, 7.535575
7992,28381.557034, 7.536575
7993,28389.094109, 7.537575
7994,28396.632184, 7.538575
7995,28404.171260, 7.539575
7996,28411.711335, 7.540575
7997,28419.252411, 7.541575
7998,28426.794486, 7.542575
7999,28434.337561, 7.543575
8000,28441.881637, 7.544575
8001,28449.426712, 7.545575
8002,28456.972788, 7.546575
8003,28464.519863, 7.547575
8004,28472.067939, 7.548575
8005,28479.617014, 7.549575
8006,28487.167090, 7.550575
8007,28494.718165, 7.551575
8008,28502.270241, 7.552575
8009,28509.823316, 7.553576
8010,28517.377392, 7.554576
8011,28524.932467, 7.555576
8012,28532.488543, 7.556576
8013,28540.045618, 7.557576
8014,28547.603694, 7.558576
8015,28555.162769, 7.559576
8016,28562.722845, 7.560576
8017,28570.283920, 7.561576
8018,28577.845996, 7.562576
8019,28585.409071, 7.563576
8020,28592.973147, 7.564576
8021,28600.538223, 7.565576
8022,28608.104298, 7.566576
8023,28615.671374, 7.567576
8024,28623.239449, 7.568576
8025,28630.808525, 7.569576
8026,28638.378600, 7.570576
8027,28645.949676, 7.571576
8028,28653.521752, 7.572576
8029,28661.094827, 7.573576
8030,28668.668903, 7.574576
8031,28676.243979, 7.575576
8032,28683.820054, 7.576576
8033,28691.397130, 7.577576
8034,28698.975205, 7.578576
8035,28706.554281, 7.579576
8036,28714.134357, 7.580576
8037,28721.715432, 7.581576
8038,28729.297508, 7.582576
8039,28736.880584, 7.583576
8040,28744.464659, 7.584576
8041,28752.049735, 7.585576
8042,28759.635810, 7.586576
8043,28767.222886, 7.587576
8044,28774.810962, 7.588576
8045,28782.400037, 7.589576
8046,28789.990113, 7.590576
8047,28797.581189, 7.591576
8048,28805.173264, 7.592576
8049,28812.766340, 7.593576
8050,28820.360416, 7.594576
8051,28827.955491, 7.595576
8052,28835.551567, 7.596576
8053,28843.148642, 7.597576
8054,28850.746718, 7.598576
8055,28858.345794, 7.599576
8056,28865.945869, 7.600576
8057,28873.546945, 7.601576
8058,28881.149021, 7.602576
8059,28888.752096, 7.603576
8060,28896.356172, 7.604576
8061,28903.961247, 7.605576
8062,28911.567323, 7.606576
8063,28919.174399, 7.607576
8064,28926.782474, 7.608576
8065,28934.391550, 7.609576
8066,28942.001626, 7.610576
8067,28949.612701, 7.611576
8068,28957.224777, 7.612576
8069,28964.837852, 7.613576
8070,28972.451928, 7.614576
8071,28980.067003, 7.615576
8072,28987.683079, 7.616576
8073,28995.300155, 7.617576
8074,29002.918230, 7.618576
8075,29010.537306, 7.619576
8076,29018.157381, 7.620576
8077,29025.778457, 7.621576
8078,29033.400532, 7.622576
8079,29041.023608, 7.623576
8080,29048.647683, 7.624576
8081,29056.272759, 7.625576
8082,29063.898835, 7.626576
8083,29071.525910, 7.627576
8084,29079.153986, 7.628576
8085,29086.783061, 7.629575
8086,29094.413137, 7.630575
8087,29102.044212, 7.631575
8088,29109.676287, 7.632575
8089,29117.309363, 7.633575
8090,29124.943438, 7.634575
8091,29132.578514, 7.635575
8092,29140.214589, 7.636575
8093,29147.851665, 7.637575
8094,29155.489740, 7.638575
8095,29163.128816, 7.639575
8096,29170.768891, 7.640575
8097,29178.409966, 7.641575
8098,29186.052042, 7.642575
8099,29193.695117, 7.643575
8100,29201.339193, 7.644575
8101,29208.984268, 7.645575
8102,29216.630343, 7.646575
8103,29224.277419, 7.647575
8104,29231.925494, 7.648575
8105,29239.574569, 7.649575
8106,29247.224645, 7.650575
8107,29254.875720, 7.651575
8108,29262.527795, 7.652575
8109,29270.180870, 7.653575
8110,29277.834946, 7.654575
8111,29285.490021, 7.655575
8112,29293.146096, 7.656575
8113,29300.803171, 7.657575
8114,29308.461247, 7.658575
8115,29316.120322, 7.659575
8116,29323.780397, 7.660575
8117,29331.441472, 7.661575
8118,29339.103547, 7.662575
8119,29346.766623, 7.663575
8120,29354.430698, 7.664575
8121,29362.095773, 7.665575
8122,29369.761848, 7.666575
8123,29377.428923, 7.667575
8124,29385.096998, 7.668575
8125,29392.766073, 7.669575
8126,29400.436148, 7.670575
8127,29408.107223, 7.671575
8128,29415.779298, 7.672575
8129,29423.452373, 7.673575
8130,29431.126448, 7.674575
8131,29438.801523, 7.675575
8132,29446.477598, 7.676575
8133,29454.154673, 7.677575
8134,29461.832748, 7.678575
8135,29469.511823, 7.679575
8136,29477.191898, 7.680575
8137,29484.872973, 7.681575
8138,29492.555048, 7.682575
8139,29500.238123, 7.683575
8140,29507.922198, 7.684575
8141,29515.607273, 7.685575
8142,29523.293347, 7.686575
8143,29530.980422, 7.687575
8144,29538.668497, 7.688575
8145,29546.357572, 7.689575
8146,29554.047647, 7.690575
8147,29561.738721, 7.691575
8148,29569.430796, 7.692575
8149,29577.123871, 7.693575
8150,29584.817946, 7.694575
8151,29592.513020, 7.695575
8152,29600.209095, 7.696575
8153,29607.906170, 7.697575
8154,29615.604244, 7.698575
8155,29623.303319, 7.699575
8156,29631.003393, 7.700575
8157,29638.704468, 7.701575
8158,29646.406543, 7.702575
8159,29654.109617, 7.703575
8160,29661.813692, 7.704575
8161,29669.518766, 7.705575
8162,29677.224841, 7.706574
8163,29684.931915, 7.707574
8164,29692.639990, 7.708574
8165,29700.349064, 7.709574
8166,29708.059138, 7.710574
8167,29715.770213, 7.711574
8168,29723.482287, 7.712574
8169,29731.195362, 7.713574
8170,29738.909436, 7.714574
8171,29746.624510, 7.715574
8172,29754.340585, 7.716574
8173,29762.057659, 7.717574
8174,29769.775733, 7.718574
8175,29777.494807, 7.719574
8176,29785.214882, 7.720574
8177,29792.935956, 7.721574
8178,29800.658030, 7.722574
8179,29808.381104, 7.723574
8180,29816.105178, 7.724574
8181,29823.830252, 7.725574
8182,29831.556327, 7.726574
8183,29839.283401, 7.727574
8184,29847.011475, 7.728574
8185,29854.740549, 7.729574
8186,29862.470623, 7.730574
8187,29870.201697, 7.731574
8188,29877.933771, 7.732574
8189,29885.666845, 7.733574
8190,29893.400919, 7.734574
8191,29901.135993, 7.735574
8192,29908.872067, 7.736574
8193,29916.609140, 7.737574
8194,29924.347214, 7.738574
8195,29932.086288, 7.739574
8196,29939.826362, 7.740574
8197,29947.567436, 7.741574
8198,29955.309509, 7.742574
8199,29963.052583, 7.743574
8200,29970.796657, 7.744574
8201,29978.541731, 7.745574
8202,29986.287804, 7.746574
8203,29994.034878, 7.747574
8204,30001.782952, 7.748574
8205,30009.532025, 7.749574
8206,30017.282099, 7.750574
8207,30025.033172, 7.751574
8208,30032.785246, 7.752574
8209,30040.538320, 7.753574
8210,30048.292393, 7.754574
8211,30056.047467, 7.755573
8212,30063.803540, 7.756573
8213,30071.560613, 7.757573
8214,30079.318687, 7.758573
8215,30087.077760, 7.759573
8216,30094.837834, 7.760573
8217,30102.598907, 7.761573
8218,30110.360980, 7.762573
8219,30118.124054, 7.763573
8220,30125.888127, 7.764573
8221,30133.653200, 7.765573
8222,30141.419273, 7.766573
8223,30149.186347, 7.767573
8224,30156.954420, 7.768573
8225,30164.723493, 7.769573
8226,30172.493566, 7.770573
8227,30180.264639, 7.771573
8228,30188.036712, 7.772573
8229,30195.809785, 7.773573
8230,30203.583859, 7.774573
8231,30211.358932, 7.775573
8232,30219.135005, 7.776573
8233,30226.912078, 7.777573
8234,30234.690151, 7.778573
8235,30242.469223, 7.779573
8236,30250.249296, 7.780573
8237,30258.030369, 7.781573
8238,30265.812442, 7.782573
8239,30273.595515, 7.783573
8240,30281.379588, 7.784573
8241,30289.164661, 7.785573
8242,30296.950733, 7.786573
8243,30304.737806, 7.787573
8244,30312.525879, 7.788573
8245,30320.314951, 7.789573
8246,30328.105024, 7.790573
8247,30335.896097, 7.791573
8248,30343.688169, 7.792573
8249,30351.481242, 7.793573
8250,30359.275315, 7.794573
8251,30367.070387, 7.795573
8252,30374.866460, 7.796573
8253,30382.663532, 7.797572
8254,30390.461605, 7.798572
8255,30398.260677, 7.799572
8256,30406.060750, 7.800572
8257,30413.861822, 7.801572
8258,30421.663894, 7.802572
8259,30429.466967, 7.803572
8260,30437.271039, 7.804572
8261,30445.076111, 7.805572
8262,30452.882184, 7.806572
8263,30460.689256, 7.807572
8264,30468.497328, 7.808572
8265,30476.306400, 7.809572
8266,30484.116472, 7.810572
8267,30491.927545, 7.811572
8268,30499.739617, 7.812572
8269,30507.552689, 7.813572
8270,30515.366761, 7.814572
8271,30523.181833, 7.815572
8272,30530.997905, 7.816572
8273,30538.814977, 7.817572
8274,30546.633049, 7.818572
8275,30554.452121, 7.819572
8276,30562.272193, 7.820572
8277,30570.093265, 7.821572
8278,30577.915337, 7.822572
8279,30585.738409, 7.823572
8280,30593.562480, 7.824572
8281,30601.387552, 7.825572
8282,30609.213624, 7.826572
8283,30617.040696, 7.827572
8284,30624.868767, 7.828572
8285,30632.697839, 7.829572
8286,30640.527911, 7.830572
8287,30648.358983, 7.831572
8288,30656.191054, 7.832572
8289,30664.024126, 7.833572
8290,30671.858197, 7.834572
8291,30679.693269, 7.835572
8292,30687.529340, 7.836572
8293,30695.366412, 7.837571
8294,30703.204483, 7.838571
8295,30711.043555, 7.839571
8296,30718.883626, 7.840571
8297,30726.724698, 7.841571
8298,30734.566769, 7.842571
8299,30742.409840, 7.843571
8300,30750.253912, 7.844571
8301,30758.098983, 7.845571
8302,30765.945054, 7.846571
8303,30773.792126, 7.847571
8304,30781.640197, 7.848571
8305,30789.489268, 7.849571
8306,30797.339339, 7.850571
8307,30805.190411, 7.851571
8308,30813.042482, 7.852571
8309,30820.895553, 7.853571
8310,30828.749624, 7.854571
8311,30836.604695, 7.855571
8312,30844.460766, 7.856571
8313,30852.317837, 7.857571
8314,30860.175908, 7.858571
8315,30868.034979, 7.859571
8316,30875.895050, 7.860571
8317,30883.756121, 7.861571
8318,30891.618192, 7.862571
8319,30899.481263, 7.863571
8320,30907.345333, 7.864571
8321,30915.210404, 7.865571
8322,30923.076475, 7.866571
8323,30930.943546, 7.867571
8324,30938.811617, 7.868571
8325,30946.680687, 7.869571
8326,30954.550758, 7.870571
8327,30962.421829, 7.871571
8328,30970.293899, 7.872571
8329,30978.166970, 7.873571
8330,30986.041041, 7.874571
8331,30993.916111, 7.875571
8332,31001.792182, 7.876571
8333,31009.669252, 7.877571
8334,31017.547323, 7.878570
8335,31025.426393, 7.879570
8336,31033.306464, 7.880570
8337,31041.187534, 7.881570
8338,31049.069605, 7.882570
8339,31056.952675, 7.883570
8340,31064.836745, 7.884570
8341,31072.721816, 7.885570
8342,31080.607886, 7.886570
8343,31088.494956, 7.887570
8344,31096.383027, 7.888570
8345,31104.272097, 7.889570
8346,31112.162167, 7.890570
8347,31120.053237, 7.891570
8348,31127.945307, 7.892570
8349,31135.838378, 7.893570
8350,31143.732448, 7.894570
8351,31151.627518, 7.895570
8352,31159.523588, 7.896570
8353,31167.420658, 7.897570
8354,31175.318728, 7.898570
8355,31183.217798, 7.899570
8356,31191.117868, 7.900570
8357,31199.018938, 7.901570
8358,31206.921008, 7.902570
8359,31214.824078, 7.903570
8360,31222.728148, 7.904570
8361,31230.633218, 7.905570
8362,31238.539288, 7.906570
8363,31246.446357, 7.907570
8364,31254.354427, 7.908570
8365,31262.263497, 7.909570
8366,31270.173567, 7.910570
8367,31278.084636, 7.911570
8368,31285.996706, 7.912570
8369,31293.909776, 7.913570
8370,31301.823846, 7.914570
8371,31309.738915, 7.915570
8372,31317.654985, 7.916570
8373,31325.572055, 7.917570
8374,31333.490124, 7.918570
8375,31341.409194, 7.919570
8376,31349.329263, 7.920570
8377,31357.250333, 7.921570
8378,31365.172402, 7.922569
8379,31373.095472, 7.923569
8380,31381.019541, 7.924569
8381,31388.944611, 7.925569
8382,31396.870680, 7.926569
8383,31404.797749, 7.927569
8384,31412.725819, 7.928569
8385,31420.654888, 7.929569
8386,31428.584958, 7.930569
8387,31436.516027, 7.931569
8388,31444.448096, 7.932569
8389,31452.381165, 7.933569
8390,31460.315235, 7.934569
8391,31468.250304, 7.935569
8392,31476.186373, 7.936569
8393,31484.123442, 7.937569
8394,31492.061511, 7.938569
8395,31500.000581, 7.939569
8396,31507.940650, 7.940569
8397,31515.881719, 7.941569
8398,31523.823788, 7.942569
8399,31531.766857, 7.943569
8400,31539.710926, 7.944569
8401,31547.655995, 7.945569
8402,31555.602064, 7.946569
8403,31563.549133, 7.947569
8404,31571.497202, 7.948569
8405,31579.446271, 7.949569
8406,31587.396340, 7.950569
8407,31595.347409, 7.951569
8408,31603.299478, 7.952569
8409,31611.252547, 7.953569
8410,31619.206615, 7.954569
8411,31627.161684, 7.955569
8412,31635.117753, 7.956569
8413,31643.074822, 7.957569
8414,31651.032891, 7.958569
8415,31658.991959, 7.959569
8416,31666.952028, 7.960569
8417,31674.913097, 7.961569
8418,31682.875166, 7.962569
8419,31690.838234, 7.963569
8420,31698.802303, 7.964569
8421,31706.767372, 7.965569
8422,31714.733440, 7.966569
8423,31722.700509, 7.967569
8424,31730.668577, 7.968569
8425,31738.637646, 7.969569
8426,31746.607714, 7.970569
8427,31754.578783, 7.971569
8428,31762.550852, 7.972569
8429,31770.523920, 7.973568
8430,31778.497989, 7.974568
8431,31786.473057, 7.975568
8432,31794.449125, 7.976568
8433,31802.426194, 7.977568
8434,31810.404262, 7.978568
8435,31818.383331, 7.979568
8436,31826.363399, 7.980568
8437,31834.344467, 7.981568
8438,31842.326536, 7.982568
8439,31850.309604, 7.983568
8440,31858.293672, 7.984568
8441,31866.278741, 7.985568
8442,31874.264809, 7.986568
8443,31882.251877, 7.987568
8444,31890.239945, 7.988568
8445,31898.229014, 7.989568
8446,31906.219082, 7.990568
8447,31914.210150, 7.991568
8448,31922.202218, 7.992568
8449,31930.195286, 7.993568
8450,31938.189355, 7.994568
8451,31946.184423, 7.995568
8452,31954.180491, 7.996568
8453,31962.177559, 7.997568
8454,31970.175627, 7.998568
8455,31978.174695, 7.999568
8456,31986.174763, 8.000568
8457,31994.175831, 8.001568
8458,32002.177899, 8.002568
8459,32010.180967, 8.003568
8460,32018.185035, 8.004568
8461,32026.190103, 8.005568
8462,32034.196171, 8.006568
8463,32042.203239, 8.007568
8464,32050.211307, 8.008568
8465,32058.220375, 8.009568
8466,32066.230443, 8.010568
8467,32074.241511, 8.011568
8468,32082.253579, 8.012568
8469,32090.266647, 8.013568
8470,32098.280714, 8.014568
8471,32106.295782, 8.015568
8472,32114.311850, 8.016568
8473,32122.328918, 8.017568
8474,32130.346986, 8.018568
8475,32138.366053, 8.019568
8476,32146.386121, 8.020568
8477,32154.407189, 8.021568
8478,32162.429257, 8.022568
8479,32170.452324, 8.023568
8480,32178.476392, 8.024568
8481,32186.501460, 8.025568
8482,32194.527528, 8.026568
8483,32202.554595, 8.027568
8484,32210.582663, 8.028568
8485,32218.611731, 8.029568
8486,32226.641798, 8.030568
8487,32234.672866, 8.031568
8488,32242.704934, 8.032568
8489,32250.738001, 8.033568
8490,32258.772069, 8.034568
8491,32266.807136, 8.035568
8492,32274.843204, 8.036568
8493,32282.880271, 8.037568
8494,32290.918339, 8.038568
8495,32298.957407, 8.039568
8496,32306.997474, 8.040568
8497,32315.038542, 8.041568
8498,32323.080609, 8.042568
8499,32331.123677, 8.043567
8500,32339.167744, 8.044567
8501,32347.212812, 8.045567
8502,32355.258879, 8.046567
8503,32363.305946, 8.047567
8504,32371.354014, 8.048567
8505,32379.403081, 8.049567
8506,32387.453149, 8.050567
8507,32395.504216, 8.051567
8508,32403.556284, 8.052567
8509,32411.609351, 8.053567
8510,32419.663418, 8.054567
8511,32427.718486, 8.055567
8512,32435.774553, 8.056567
8513,32443.831620, 8.057567
8514,32451.889688, 8.058567
8515,32459.948755, 8.059567
8516,32468.008822, 8.060567
8517,32476.069890, 8.061567
8518,32484.131957, 8.062567
8519,32492.195024, 8.063567
8520,32500.259092, 8.064567
8521,32508.324159, 8.065567
8522,32516.390226, 8.066567
8523,32524.457293, 8.067567
8524,32532.525361, 8.068567
8525,32540.594428, 8.069567
8526,32548.664495, 8.070567
8527,32556.735562, 8.071567
8528,32564.807630, 8.072567
8529,32572.880697, 8.073567
8530,32580.954764, 8.074567
8531,32589.029831, 8.075567
8532,32597.105898, 8.076567
8533,32605.182966, 8.077567
8534,32613.261033, 8.078567
8535,32621.340100, 8.079567
8536,32629.420167, 8.080567
8537,32637.501234, 8.081567
8538,32645.583301, 8.082567
8539,32653.666369, 8.083567
8540,32661.750436, 8.084567
8541,32669.835503, 8.085567
8542,32677.921570, 8.086567
8543,32686.008637, 8.087567
8544,32694.096704, 8.088567
8545,32702.185771, 8.089567
8546,32710.275838, 8.090567
8547,32718.366906, 8.091567
8548,32726.458973, 8.092567
8549,32734.552040, 8.093567
8550,32742.646107, 8.094567
8551,32750.741174, 8.095567
8552,32758.837241, 8.096567
8553,32766.934308, 8.097567
8554,32775.032375, 8.098567
8555,32783.131442, 8.099567
8556,32791.231509, 8.100567
8557,32799.332576, 8.101567
8558,32807.434643, 8.102567
8559,32815.537710, 8.103567
8560,32823.641777, 8.104567
8561,32831.746844, 8.105567
8562,32839.852911, 8.106567
8563,32847.959978, 8.107567
8564,32856.068045, 8.108567
8565,32864.177112, 8.109567
8566,32872.287179, 8.110567
8567,32880.398246, 8.111567
8568,32888.510313, 8.112567
8569,32896.623380, 8.113567
8570,32904.737447, 8.114567
8571,32912.852514, 8.115567
8572,32920.968581, 8.116567
8573,32929.085648, 8.117567
8574,32937.203715, 8.118567
8575,32945.322782, 8.119567
8576,32953.442849, 8.120567
8577,32961.563916, 8.121567
8578,32969.685983, 8.122567
8579,32977.809050, 8.123567
8580,32985.933117, 8.124567
8581,32994.058184, 8.125567
8582,33002.184251, 8.126567
8583,33010.311318, 8.127567
8584,33018.439385, 8.128567
8585,33026.568452, 8.129567
8586,33034.698519, 8.130567
8587,33042.829586, 8.131567
8588,33050.961652, 8.132567
8589,33059.094719, 8.133567
8590,33067.228786, 8.134567
8591,33075.363853, 8.135567
8592,33083.499920, 8.136567
8593,33091.636987, 8.137567
8594,33099.775054, 8.138567
8595,33107.914121, 8.139567
8596,33116.054188, 8.140567
8597,33124.195255, 8.141567
8598,33132.337322, 8.142567
8599,33140.480389, 8.143567
8600,33148.624456, 8.144567
8601,33156.769523, 8.145567
8602,33164.915589, 8.146567
8603,33173.062656, 8.147567
8604,33181.210723, 8.148567
8605,33189.359790, 8.149567
8606,33197.509857, 8.150567
8607,33205.660924, 8.151567
8608,33213.812991, 8.152567
8609,33221.966058, 8.153567
8610,33230.120125, 8.154567
8611,33238.275192, 8.155567
8612,33246.431259, 8.156567
8613,33254.588326, 8.157567
8614,33262.746393, 8.158567
8615,33270.905459, 8.159567
8616,33279.065526, 8.160567
8617,33287.226593, 8.161567
