q,h,dh,l,dl,f,df,s,m
6164,16275.513392, 5.708554, 0.000000,-0.000000,16275.513392, 5.708554,16275.513392,16275.513392
6165,16281.222446, 5.709554, 0.000000,-0.000000,16281.222446, 5.709554,16281.222446,16281.222446
6166,16286.932500, 5.710554, 0.000000,-0.000000,16286.932500, 5.710554,16286.932500,16286.932500
6167,16292.643553, 5.711553, 0.000000,-0.000000,16292.643553, 5.711553,16292.643553,16292.643553
6168,16298.355606, 5.712553, 0.000000,-0.000000,16298.355606, 5.712553,16298.355606,16298.355606
6169,16304.068659, 5.713552, 0.000000,-0.000000,16304.068659, 5.713552,16304.068659,16304.068659
6170,16309.782711, 5.714552, 0.000000,-0.000000,16309.782711, 5.714552,16309.782711,16309.782711
6171,16315.497763, 5.715552, 0.000000,-0.000000,16315.497763, 5.715552,16315.497763,16315.497763
6172,16321.213814, 5.716551, 0.000000,-0.000000,16321.213814, 5.716551,16321.213814,16321.213814
6173,16326.930866, 5.717551, 0.000000,-0.000000,16326.930866, 5.717551,16326.930866,16326.930866
6174,16332.648916, 5.718551, 0.000000,-0.000000,16332.648916, 5.718551,16332.648916,16332.648916
6175,16338.367967, 5.719550, 0.000000,-0.000000,16338.367967, 5.719550,16338.367967,16338.367967
6176,16344.088017, 5.720550, 0.000000,-0.000000,16344.088017, 5.720550,16344.088017,16344.088017
6177,16349.809066, 5.721549, 0.000000,-0.000000,16349.809066, 5.721549,16349.809066,16349.809066
6178,16355.531115, 5.722549, 0.000000,-0.000000,16355.531115, 5.722549,16355.531115,16355.531115
6179,16361.254164, 5.723549, 0.000000,-0.000000,16361.254164, 5.723549,16361.254164,16361.254164
6180,16366.978213, 5.724548, 0.000000,-0.000000,16366.978213, 5.724548,16366.978213,16366.978213
6181,16372.703261, 5.725548, 0.000000,-0.000000,16372.703261, 5.725548,16372.703261,16372.703261
6182,16378.429308, 5.726548, 0.000000,-0.000000,16378.429308, 5.726548,16378.429308,16378.429308
6183,16384.156356, 5.727547, 0.000000,-0.000000,16384.156356, 5.727547,16384.156356,16384.156356
6184,16389.884403, 5.728547, 0.000000,-0.000000,16389.884403, 5.728547,16389.884403,16389.884403
6185,16395.613450, 5.729546, 0.000000,-0.000000,16395.613450, 5.729546,16395.613450,16395.613450
6186,16401.343496, 5.730546, 0.000000,-0.000000,16401.343496, 5.730546,16401.343496,16401.343496
6187,16407.074542, 5.731546, 0.000000,-0.000000,16407.074542, 5.731546,16407.074542,16407.074542
6188,16412.806587, 5.732545, 0.000000,-0.000000,16412.806587, 5.732545,16412.806587,16412.806587
6189,16418.539633, 5.733545, 0.000000,-0.000000,16418.539633, 5.733545,16418.539633,16418.539633
6190,16424.273678, 5.734545, 0.000000,-0.000000,16424.273678, 5.734545,16424.273678,16424.273678
6191,16430.008722, 5.735544, 0.000000,-0.000000,16430.008722, 5.735544,16430.008722,16430.008722
6192,16435.744766, 5.736544, 0.000000,-0.000000,16435.744766, 5.736544,16435.744766,16435.744766
6193,16441.481810, 5.737544, 0.000000,-0.000000,16441.481810, 5.737544,16441.481810,16441.481810
6194,16447.219854, 5.738543, 0.000000,-0.000000,16447.219854, 5.738543,16447.219854,16447.219854
6195,16452.958897, 5.739543, 0.000000,-0.000000,16452.958897, 5.739543,16452.958897,16452.958897
6196,16458.698940, 5.740543, 0.000000,-0.000000,16458.698940, 5.740543,16458.698940,16458.698940
6197,16464.439982, 5.741542, 0.000000,-0.000000,16464.439982, 5.741542,16464.439982,16464.439982
6198,16470.182024, 5.742542, 0.000000,-0.000000,16470.182024, 5.742542,16470.182024,16470.182024
6199,16475.925066, 5.743542, 0.000000,-0.000000,16475.925066, 5.743542,16475.925066,16475.925066
6200,16481.669108, 5.744541, 0.000000,-0.000000,16481.669108, 5.744541,16481.669108,16481.669108
6201,16487.414149, 5.745541, 0.000000,-0.000000,16487.414149, 5.745541,16487.414149,16487.414149
6202,16493.160190, 5.746541, 0.000000,-0.000000,16493.160190, 5.746541,16493.160190,16493.160190
6203,16498.907230, 5.747540, 0.000000,-0.000000,16498.907230, 5.747540,16498.907230,16498.907230
6204,16504.655270, 5.748540, 0.000000,-0.000000,16504.655270, 5.748540,16504.655270,16504.655270
6205,16510.404310, 5.749540, 0.000000,-0.000000,16510.404310, 5.749540,16510.404310,16510.404310
6206,16516.154350, 5.750539, 0.000000,-0.000000,16516.154350, 5.750539,16516.154350,16516.154350
6207,16521.905389, 5.751539, 0.000000,-0.000000,16521.905389, 5.751539,16521.905389,16521.905389
6208,16527.657428, 5.752539, 0.000000,-0.000000,16527.657428, 5.752539,16527.657428,16527.657428
6209,16533.410466, 5.753538, 0.000000,-0.000000,16533.410466, 5.753538,16533.410466,16533.410466
6210,16539.164505, 5.754538, 0.000000,-0.000000,16539.164505, 5.754538,16539.164505,16539.164505
6211,16544.919543, 5.755538, 0.000000,-0.000000,16544.919543, 5.755538,16544.919543,16544.919543
6212,16550.675580, 5.756537, 0.000000,-0.000000,16550.675580, 5.756537,16550.675580,16550.675580
6213,16556.432617, 5.757537, 0.000000,-0.000000,16556.432617, 5.757537,16556.432617,16556.432617
6214,16562.190655, 5.758537, 0.000000,-0.000000,16562.190655, 5.758537,16562.190655,16562.190655
6215,16567.949691, 5.759537, 0.000000,-0.000000,16567.949691, 5.759537,16567.949691,16567.949691
6216,16573.709728, 5.760536, 0.000000,-0.000000,16573.709728, 5.760536,16573.709728,16573.709728
6217,16579.470764, 5.761536, 0.000000,-0.000000,16579.470764, 5.761536,16579.470764,16579.470764
6218,16585.232800, 5.762536, 0.000000,-0.000000,16585.232800, 5.762536,16585.232800,16585.232800
6219,16590.995835, 5.763535, 0.000000,-0.000000,16590.995835, 5.763535,16590.995835,16590.995835
6220,16596.759870, 5.764535, 0.000000,-0.000000,16596.759870, 5.764535,16596.759870,16596.759870
6221,16602.524905, 5.765535, 0.000000,-0.000000,16602.524905, 5.765535,16602.524905,16602.524905
6222,16608.290940, 5.766535, 0.000000,-0.000000,16608.290940, 5.766535,16608.290940,16608.290940
6223,16614.057974, 5.767534, 0.000000,-0.000000,16614.057974, 5.767534,16614.057974,16614.057974
6224,16619.826008, 5.768534, 0.000000,-0.000000,16619.826008, 5.768534,16619.826008,16619.826008
6225,16625.595042, 5.769534, 0.000000,-0.000000,16625.595042, 5.769534,16625.595042,16625.595042
6226,16631.365076, 5.770533, 0.000000,-0.000000,16631.365076, 5.770533,16631.365076,16631.365076
6227,16637.136109, 5.771533, 0.000000,-0.000000,16637.136109, 5.771533,16637.136109,16637.136109
6228,16642.908142, 5.772533, 0.000000,-0.000000,16642.908142, 5.772533,16642.908142,16642.908142
6229,16648.681174, 5.773533, 0.000000,-0.000000,16648.681174, 5.773533,16648.681174,16648.681174
6230,16654.455207, 5.774532, 0.000000,-0.000000,16654.455207, 5.774532,16654.455207,16654.455207
6231,16660.230239, 5.775532, 0.000000,-0.000000,16660.230239, 5.775532,16660.230239,16660.230239
6232,16666.006271, 5.776532, 0.000000,-0.000000,16666.006271, 5.776532,16666.006271,16666.006271
6233,16671.783302, 5.777531, 0.000000,-0.000000,16671.783302, 5.777531,16671.783302,16671.783302
6234,16677.561334, 5.778531, 0.000000,-0.000000,16677.561334, 5.778531,16677.561334,16677.561334
6235,16683.340365, 5.779531, 0.000000,-0.000000,16683.340365, 5.779531,16683.340365,16683.340365
6236,16689.120396, 5.780531, 0.000000,-0.000000,16689.120396, 5.780531,16689.120396,16689.120396
6237,16694.901426, 5.781530, 0.000000,-0.000000,16694.901426, 5.781530,16694.901426,16694.901426
6238,16700.683456, 5.782530, 0.000000,-0.000000,16700.683456, 5.782530,16700.683456,16700.683456
6239,16706.466486, 5.783530, 0.000000,-0.000000,16706.466486, 5.783530,16706.466486,16706.466486
6240,16712.250516, 5.784530, 0.000000,-0.000000,16712.250516, 5.784530,16712.250516,16712.250516
6241,16718.035546, 5.785529, 0.000000,-0.000000,16718.035546, 5.785529,16718.035546,16718.035546
6242,16723.821575, 5.786529, 0.000000,-0.000000,16723.821575, 5.786529,16723.821575,16723.821575
6243,16729.608604, 5.787529, 0.000000,-0.000000,16729.608604, 5.787529,16729.608604,16729.608604
6244,16735.396633, 5.788529, 0.000000,-0.000000,16735.396633, 5.788529,16735.396633,16735.396633
6245,16741.185661, 5.789528, 0.000000,-0.000000,16741.185661, 5.789528,16741.185661,16741.185661
6246,16746.975689, 5.790528, 0.000000,-0.000000,16746.975689, 5.790528,16746.975689,16746.975689
6247,16752.766717, 5.791528, 0.000000,-0.000000,16752.766717, 5.791528,16752.766717,16752.766717
6248,16758.558745, 5.792528, 0.000000,-0.000000,16758.558745, 5.792528,16758.558745,16758.558745
6249,16764.351773, 5.793527, 0.000000,-0.000000,16764.351773, 5.793527,16764.351773,16764.351773
6250,16770.145800, 5.794527, 0.000000,-0.000000,16770.145800, 5.794527,16770.145800,16770.145800
6251,16775.940827, 5.795527, 0.000000,-0.000000,16775.940827, 5.795527,16775.940827,16775.940827
6252,16781.736854, 5.796527, 0.000000,-0.000000,16781.736854, 5.796527,16781.736854,16781.736854
6253,16787.533880, 5.797526, 0.000000,-0.000000,16787.533880, 5.797526,16787.533880,16787.533880
6254,16793.331907, 5.798526, 0.000000,-0.000000,16793.331907, 5.798526,16793.331907,16793.331907
6255,16799.130933, 5.799526, 0.000000,-0.000000,16799.130933, 5.799526,16799.130933,16799.130933
6256,16804.930959, 5.800526, 0.000000,-0.000000,16804.930959, 5.800526,16804.930959,16804.930959
6257,16810.731985, 5.801526, 0.000000,-0.000000,16810.731985, 5.801526,16810.731985,16810.731985
6258,16816.534010, 5.802525, 0.000000,-0.000000,16816.534010, 5.802525,16816.534010,16816.534010
6259,16822.337035, 5.803525, 0.000000,-0.000000,16822.337035, 5.803525,16822.337035,16822.337035
6260,16828.141060, 5.804525, 0.000000,-0.000000,16828.141060, 5.804525,16828.141060,16828.141060
6261,16833.946085, 5.805525, 0.000000,-0.000000,16833.946085, 5.805525,16833.946085,16833.946085
6262,16839.752110, 5.806525, 0.000000,-0.000000,16839.752110, 5.806525,16839.752110,16839.752110
6263,16845.559134, 5.807524, 0.000000,-0.000000,16845.559134, 5.807524,16845.559134,16845.559134
6264,16851.367159, 5.808524, 0.000000,-0.000000,16851.367159, 5.808524,16851.367159,16851.367159
6265,16857.176183, 5.809524, 0.000000,-0.000000,16857.176183, 5.809524,16857.176183,16857.176183
6266,16862.986206, 5.810524, 0.000000,-0.000000,16862.986206, 5.810524,16862.986206,16862.986206
6267,16868.797230, 5.811524, 0.000000,-0.000000,16868.797230, 5.811524,16868.797230,16868.797230
6268,16874.609253, 5.812523, 0.000000,-0.000000,16874.609253, 5.812523,16874.609253,16874.609253
6269,16880.422277, 5.813523, 0.000000,-0.000000,16880.422277, 5.813523,16880.422277,16880.422277
6270,16886.236300, 5.814523, 0.000000,-0.000000,16886.236300, 5.814523,16886.236300,16886.236300
6271,16892.051322, 5.815523, 0.000000,-0.000000,16892.051322, 5.815523,16892.051322,16892.051322
6272,16897.867345, 5.816523, 0.000000,-0.000000,16897.867345, 5.816523,16897.867345,16897.867345
6273,16903.684368, 5.817522, 0.000000,-0.000000,16903.684368, 5.817522,16903.684368,16903.684368
6274,16909.502390, 5.818522, 0.000000,-0.000000,16909.502390, 5.818522,16909.502390,16909.502390
6275,16915.321412, 5.819522, 0.000000,-0.000000,16915.321412, 5.819522,16915.321412,16915.321412
6276,16921.141434, 5.820522, 0.000000,-0.000000,16921.141434, 5.820522,16921.141434,16921.141434
6277,16926.962456, 5.821522, 0.000000,-0.000000,16926.962456, 5.821522,16926.962456,16926.962456
6278,16932.784477, 5.822521, 0.000000,-0.000000,16932.784477, 5.822521,16932.784477,16932.784477
6279,16938.607498, 5.823521, 0.000000,-0.000000,16938.607498, 5.823521,16938.607498,16938.607498
6280,16944.431520, 5.824521, 0.000000,-0.000000,16944.431520, 5.824521,16944.431520,16944.431520
6281,16950.256541, 5.825521, 0.000000,-0.000000,16950.256541, 5.825521,16950.256541,16950.256541
6282,16956.082562, 5.826521, 0.000000,-0.000000,16956.082562, 5.826521,16956.082562,16956.082562
6283,16961.909582, 5.827521, 0.000000,-0.000000,16961.909582, 5.827521,16961.909582,16961.909582
6284,16967.737603, 5.828520, 0.000000,-0.000000,16967.737603, 5.828520,16967.737603,16967.737603
6285,16973.566623, 5.829520, 0.000000,-0.000000,16973.566623, 5.829520,16973.566623,16973.566623
6286,16979.396643, 5.830520, 0.000000,-0.000000,16979.396643, 5.830520,16979.396643,16979.396643
6287,16985.227663, 5.831520, 0.000000,-0.000000,16985.227663, 5.831520,16985.227663,16985.227663
6288,16991.059683, 5.832520, 0.000000,-0.000000,16991.059683, 5.832520,16991.059683,16991.059683
6289,16996.892703, 5.833520, 0.000000,-0.000000,16996.892703, 5.833520,16996.892703,16996.892703
6290,17002.726723, 5.834520, 0.000000,-0.000000,17002.726723, 5.834520,17002.726723,17002.726723
6291,17008.561742, 5.835519, 0.000000,-0.000000,17008.561742, 5.835519,17008.561742,17008.561742
6292,17014.397761, 5.836519, 0.000000,-0.000000,17014.397761, 5.836519,17014.397761,17014.397761
6293,17020.234780, 5.837519, 0.000000,-0.000000,17020.234780, 5.837519,17020.234780,17020.234780
6294,17026.072799, 5.838519, 0.000000,-0.000000,17026.072799, 5.838519,17026.072799,17026.072799
6295,17031.911818, 5.839519, 0.000000,-0.000000,17031.911818, 5.839519,17031.911818,17031.911818
6296,17037.751837, 5.840519, 0.000000,-0.000000,17037.751837, 5.840519,17037.751837,17037.751837
6297,17043.592856, 5.841518, 0.000000,-0.000000,17043.592856, 5.841518,17043.592856,17043.592856
6298,17049.434874, 5.842518, 0.000000,-0.000000,17049.434874, 5.842518,17049.434874,17049.434874
6299,17055.277892, 5.843518, 0.000000,-0.000000,17055.277892, 5.843518,17055.277892,17055.277892
6300,17061.121910, 5.844518, 0.000000,-0.000000,17061.121910, 5.844518,17061.121910,17061.121910
6301,17066.966928, 5.845518, 0.000000,-0.000000,17066.966928, 5.845518,17066.966928,17066.966928
6302,17072.812946, 5.846518, 0.000000,-0.000000,17072.812946, 5.846518,17072.812946,17072.812946
6303,17078.659964, 5.847518, 0.000000,-0.000000,17078.659964, 5.847518,17078.659964,17078.659964
6304,17084.507982, 5.848518, 0.000000,-0.000000,17084.507982, 5.848518,17084.507982,17084.507982
6305,17090.356999, 5.849517, 0.000000,-0.000000,17090.356999, 5.849517,17090.356999,17090.356999
6306,17096.207017, 5.850517, 0.000000,-0.000000,17096.207017, 5.850517,17096.207017,17096.207017
6307,17102.058034, 5.851517, 0.000000,-0.000000,17102.058034, 5.851517,17102.058034,17102.058034
6308,17107.910051, 5.852517, 0.000000,-0.000000,17107.910051, 5.852517,17107.910051,17107.910051
6309,17113.763068, 5.853517, 0.000000,-0.000000,17113.763068, 5.853517,17113.763068,17113.763068
6310,17119.617085, 5.854517, 0.000000,-0.000000,17119.617085, 5.854517,17119.617085,17119.617085
6311,17125.472102, 5.855517, 0.000000,-0.000000,17125.472102, 5.855517,17125.472102,17125.472102
6312,17131.328119, 5.856517, 0.000000,-0.000000,17131.328119, 5.856517,17131.328119,17131.328119
6313,17137.185135, 5.857517, 0.000000,-0.000000,17137.185135, 5.857517,17137.185135,17137.185135
6314,17143.043152, 5.858516, 0.000000,-0.000000,17143.043152, 5.858516,17143.043152,17143.043152
6315,17148.902168, 5.859516, 0.000000,-0.000000,17148.902168, 5.859516,17148.902168,17148.902168
6316,17154.762185, 5.860516, 0.000000,-0.000000,17154.762185, 5.860516,17154.762185,17154.762185
6317,17160.623201, 5.861516, 0.000000,-0.000000,17160.623201, 5.861516,17160.623201,17160.623201
6318,17166.485217, 5.862516, 0.000000,-0.000000,17166.485217, 5.862516,17166.485217,17166.485217
6319,17172.348233, 5.863516, 0.000000,-0.000000,17172.348233, 5.863516,17172.348233,17172.348233
6320,17178.212249, 5.864516, 0.000000,-0.000000,17178.212249, 5.864516,17178.212249,17178.212249
6321,17184.077265, 5.865516, 0.000000,-0.000000,17184.077265, 5.865516,17184.077265,17184.077265
6322,17189.943281, 5.866516, 0.000000,-0.000000,17189.943281, 5.866516,17189.943281,17189.943281
6323,17195.810297, 5.867516, 0.000000,-0.000000,17195.810297, 5.867516,17195.810297,17195.810297
6324,17201.678312, 5.868516, 0.000000,-0.000000,17201.678312, 5.868516,17201.678312,17201.678312
6325,17207.547328, 5.869515, 0.000000,-0.000000,17207.547328, 5.869515,17207.547328,17207.547328
6326,17213.417343, 5.870515, 0.000000,-0.000000,17213.417343, 5.870515,17213.417343,17213.417343
6327,17219.288358, 5.871515, 0.000000,-0.000000,17219.288358, 5.871515,17219.288358,17219.288358
6328,17225.160374, 5.872515, 0.000000,-0.000000,17225.160374, 5.872515,17225.160374,17225.160374
6329,17231.033389, 5.873515, 0.000000,-0.000000,17231.033389, 5.873515,17231.033389,17231.033389
6330,17236.907404, 5.874515, 0.000000,-0.000000,17236.907404, 5.874515,17236.907404,17236.907404
6331,17242.782419, 5.875515, 0.000000,-0.000000,17242.782419, 5.875515,17242.782419,17242.782419
6332,17248.658434, 5.876515, 0.000000,-0.000000,17248.658434, 5.876515,17248.658434,17248.658434
6333,17254.535449, 5.877515, 0.000000,-0.000000,17254.535449, 5.877515,17254.535449,17254.535449
6334,17260.413464, 5.878515, 0.000000,-0.000000,17260.413464, 5.878515,17260.413464,17260.413464
6335,17266.292479, 5.879515, 0.000000,-0.000000,17266.292479, 5.879515,17266.292479,17266.292479
6336,17272.172494, 5.880515, 0.000000,-0.000000,17272.172494, 5.880515,17272.172494,17272.172494
6337,17278.053508, 5.881515, 0.000000,-0.000000,17278.053508, 5.881515,17278.053508,17278.053508
6338,17283.935523, 5.882515, 0.000000,-0.000000,17283.935523, 5.882515,17283.935523,17283.935523
6339,17289.818538, 5.883515, 0.000000,-0.000000,17289.818538, 5.883515,17289.818538,17289.818538
6340,17295.702552, 5.884515, 0.000000,-0.000000,17295.702552, 5.884515,17295.702552,17295.702552
6341,17301.587567, 5.885514, 0.000000,-0.000000,17301.587567, 5.885514,17301.587567,17301.587567
6342,17307.473581, 5.886514, 0.000000,-0.000000,17307.473581, 5.886514,17307.473581,17307.473581
6343,17313.360596, 5.887514, 0.000000,-0.000000,17313.360596, 5.887514,17313.360596,17313.360596
6344,17319.248610, 5.888514, 0.000000,-0.000000,17319.248610, 5.888514,17319.248610,17319.248610
6345,17325.137624, 5.889514, 0.000000,-0.000000,17325.137624, 5.889514,17325.137624,17325.137624
6346,17331.027639, 5.890514, 0.000000,-0.000000,17331.027639, 5.890514,17331.027639,17331.027639
6347,17336.918653, 5.891514, 0.000000,-0.000000,17336.918653, 5.891514,17336.918653,17336.918653
6348,17342.810667, 5.892514, 0.000000,-0.000000,17342.810667, 5.892514,17342.810667,17342.810667
6349,17348.703681, 5.893514, 0.000000,-0.000000,17348.703681, 5.893514,17348.703681,17348.703681
6350,17354.597695, 5.894514, 0.000000,-0.000000,17354.597695, 5.894514,17354.597695,17354.597695
6351,17360.492710, 5.895514, 0.000000,-0.000000,17360.492710, 5.895514,17360.492710,17360.492710
6352,17366.388724, 5.896514, 0.000000,-0.000000,17366.388724, 5.896514,17366.388724,17366.388724
6353,17372.285738, 5.897514, 0.000000,-0.000000,17372.285738, 5.897514,17372.285738,17372.285738
